modelo,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
resnet18,0.8615384615384616,0.8563888888888888,0.851258581235698,0.8563888888888888,0.8513424518743667,0.8727688787185355,0.8615384615384616,0.8650584521861118
random_forest,0.8461538461538461,0.8216666666666667,0.8588923719958202,0.8216666666666667,0.8288003726997438,0.8524234386303352,0.8461538461538461,0.8398107832070096
clip_embeddings,0.676923076923077,0.5988888888888889,0.45224541429475024,0.5988888888888889,0.5147783251231527,0.5118668807473362,0.676923076923077,0.5823039029935582
clip_zero_shot,0.3384615384615385,0.3333333333333333,0.22431865828092243,0.3333333333333333,0.2510822510822511,0.20745041122399613,0.3384615384615385,0.24295704295704296
